channel_title,channel_url,message_url,date,risk_score,found_keywords,found_tags,text_snippet
Obóz Narodowo-Radykalny,https://t.me/oboz1934,https://t.me/oboz1934/2723,2025-11-19T13:16:34+00:00,30,obiekt,RUSSIAN_UKRAINIAN_RECRUITMENT,Dyrekcja Kompleksu Pomnika Katyńskiego poinformowała na swojej stronie internetowej o wykonaniu postanowienia prokuratury obwodu smoleńskiego odnośnie demontażu polskich symboli na cmentarzu w Katyniu
Obóz Narodowo-Radykalny,https://t.me/oboz1934,https://t.me/oboz1934/2724,2025-11-23T12:26:34+00:00,30,akcja,RUSSIAN_UKRAINIAN_RECRUITMENT,"✅Prezentujemy nowy numer naszego portalu. Zapraszamy do lektury.  👌 Adrianna Gąsiorek - Zamiast dzieci mamy psy? Mity, uproszczenia i rzeczywiste przyczyny kryzysu demograficznego 👌Adam Seweryn - Patr"
Obóz Narodowo-Radykalny,https://t.me/oboz1934,https://t.me/oboz1934/2730,2025-11-28T18:11:41+00:00,5,ONR,HISTORICAL_MARKERS,W minioną sobotę odbyło się w Gdańsku wyjątkowe spotkanie. Na zaproszenie Brygady Pomorskiej ONR oraz trójmiejskiego Niklota zawitał do Trójmiasta Pan Janusz Waluś.  Na spotkaniu na którym pojawiło si
Super|Biologiya|Uz,https://t.me/Super_Biologiya_Uz,https://t.me/s/Super_Biologiya_Uz,2025-11-29T19:30:35.027106,0,,,No suspicious keywords found in recent messages
Autonom.pl - portal niezależnych nacjonalistów,https://t.me/AutonomPL,https://t.me/AutonomPL/3402,2025-11-19T13:10:17+00:00,30,obiekt,RUSSIAN_UKRAINIAN_RECRUITMENT,Dyrekcja Kompleksu Pomnika Katyńskiego poinformowała na swojej stronie internetowej o wykonaniu postanowienia prokuratury obwodu smoleńskiego odnośnie demontażu polskich symboli na cmentarzu w Katyniu
Autonom.pl - portal niezależnych nacjonalistów,https://t.me/AutonomPL,https://t.me/AutonomPL/3409,2025-11-25T18:30:30+00:00,10,oddział,RADICAL_ORGANIZATION,"Głośny w ostatnim czasie, pierwszy w historii polskich filii francuskiego koncernu motoryzacyjnego Valeo, trwający pięć dni strajk generalny, zakończył się chwilowym ""zawieszeniem broni"" pomiędzy stra"
Wolne Media,https://t.me/wolnemedia,https://t.me/s/wolnemedia,2025-11-29T19:30:37.849895,0,,,No suspicious keywords found in recent messages
Awakening Process 🦅🇵🇱🐺,https://t.me/wprocesiebudzenia,https://t.me/s/wprocesiebudzenia,2025-11-29T19:30:43.462927,0,,,No suspicious keywords found in recent messages
Mateusz Piskorski / Матеуш Пискорский,https://t.me/piskorski,https://t.me/piskorski/499,2025-07-11T18:13:37+00:00,30,объект,RUSSIAN_UKRAINIAN_RECRUITMENT,"Современная Украина - это не только ""анти-Россия"", но и в какой-то степени ""анти-Польша"", заявил польский политолог, обозреватель газеты ""Польская мысль"" Матеуш Пискорский.  В интервью телеканалу ""Рос"
Silesia & Furries,https://t.me/Silesiaandfurries,https://t.me/s/Silesiaandfurries,2025-11-29T19:30:47.164904,0,,,No suspicious keywords found in recent messages
Баста!,https://t.me/bnkbel,https://t.me/bnkbel/153959,2025-11-29T09:05:57+00:00,30,объект,RUSSIAN_UKRAINIAN_RECRUITMENT,"Россия выпустила около 36 ракет и почти 600 дронов по объектам мирной жизни, сообщил Зеленский.  Главные цели — энергетическая инфраструктура и гражданские объекты. Повреждены жилые дома, возникли пож"
VandaliNation,https://t.me/VandaliNation,https://t.me/s/VandaliNation,2025-11-29T19:30:50.708414,0,,,No suspicious keywords found in recent messages
Pan Nikt,https://t.me/tomaszgryguc,https://t.me/s/tomaszgryguc,2025-11-29T19:30:52.253667,0,,,No suspicious keywords found in recent messages
Russian MFA 🇷🇺,https://t.me/MFARussia,https://t.me/MFARussia/27402,2025-11-28T21:01:42+00:00,10,14,SYMBOLS_CODES,"🎙 President Vladimir Putin’s answers to media questions following his state visit to Kyrgyzstan and the CSTO Summit (November 27, 2025, Bishkek)  Key points:  • There were no draft treaties on Ukraini"
NewsFactoryPL,https://t.me/newsfactory_pl,https://t.me/newsfactory_pl/80064,2025-11-29T17:22:17+00:00,30,obiekt,RUSSIAN_UKRAINIAN_RECRUITMENT,"Mieszkańcy kilku dzielnic Kijowa mają w domach zimne kaloryfery, ponad pół miliona nie ma prądu. Z powodu braku zasilania nie kursują tramwaje i trolejbusy 💡  W nocy i wczesnym rankiem w mieście słych"
Nacjonalista.pl - portal NR,https://t.me/nacjonalistapl,https://t.me/nacjonalistapl/15574,2025-11-23T19:40:24+00:00,30,akcja,RUSSIAN_UKRAINIAN_RECRUITMENT,"""Corneliu Codreanu często powtarzał Legionistom „bądźcie przykładem!”. Nacjonalista nie może z piedestału, jak to mają w zwyczaju internetowe gwiazdki „Antysystemu”, mówić innym co mają robić, samemu "
V2rayNG NapsternetV FoXray V2box proxy Wings X Streisand,https://t.me/iphone02016vpn,https://t.me/s/iphone02016vpn,2025-11-29T19:31:00.969812,0,,,No suspicious keywords found in recent messages
🇵🇱 AKTUALNOŚCI DOTYCZĄCE CYFROWEGO SYSTEMU FINANSOWEGO🇵🇱,https://t.me/nesaragesara4u,https://t.me/nesaragesara4u/8786,2025-11-27T19:58:00+00:00,10,14,SYMBOLS_CODES,"Najnowsze wiadomości 🚨  324 lekarzy, pielęgniarek i kadry kierowniczej zostało oskarżonych w największej sprawie o oszustwo w historii amerykańskiej służby zdrowia. „Operacja Gorączka Złota” ujawnia o"
🇵🇱 AKTUALNOŚCI DOTYCZĄCE CYFROWEGO SYSTEMU FINANSOWEGO🇵🇱,https://t.me/nesaragesara4u,https://t.me/nesaragesara4u/8795,2025-11-29T10:39:44+00:00,30,akcja,RUSSIAN_UKRAINIAN_RECRUITMENT,"Nie, Tesla nie buduje telefonu.  Pomijają całą koncepcję.  Urządzenie w kieszeni nie będzie już telefonem.  Będzie to niezwykle cienki węzeł brzegowy AI, w zasadzie ekran z modułami bezprzewodowymi, k"
Partyzanka,https://t.me/partyzanka_rb_pl,https://t.me/partyzanka_rb_pl/766,2025-10-17T13:07:52+00:00,10,14,SYMBOLS_CODES,"🔴 Внимание! Изменился адрес подачи заявлений на международную защиту в Варшаве  С понедельника, 20 октября 2025 года, подразделение Straż Graniczna, ответственное за приём заявлений на международную з"
Partyzanka,https://t.me/partyzanka_rb_pl,https://t.me/partyzanka_rb_pl/769,2025-10-24T04:53:01+00:00,10,14,SYMBOLS_CODES,"🚨 Поддержите Наталью Подлевскую (бывшую политзаключённую, насильно вывезенную из Польши) – на судебном заседании, которого её фактически лишили. 📆 Сегодня 14:00, Wojewódzki Sąd Administracyjny w Warsz"
Partyzanka,https://t.me/partyzanka_rb_pl,https://t.me/partyzanka_rb_pl/770,2025-10-24T13:23:42+00:00,10,14,SYMBOLS_CODES,"🚨 Поддержите Наталью Подлевскую (бывшую политзаключённую, насильно вывезенную из Польши) – на судебном заседании, которого её фактически лишили. 📆 Сегодня 14:00, Wojewódzki Sąd Administracyjny w Warsz"
KDP - Marek Stiller 🎯,https://t.me/kdpwiadomosci,https://t.me/kdpwiadomosci/4696,2025-11-25T12:20:57+00:00,100,"jednostka, BTC","RECRUITMENT_PAYMENT, INFRASTRUCTURE_TARGETS","Ciekawa analiza od FrontRunners  ✅  20 listopada napisali, że przez ostatnie dwa tygodnie mieliśmy do czynienia z konsekwentnym sprzedawaniem Bitcoina  Każdego dnia idealnie na otworzeniu się giełdy w"
KDP - Marek Stiller 🎯,https://t.me/kdpwiadomosci,https://t.me/kdpwiadomosci/4704,2025-11-26T18:33:19+00:00,40,BTC,RECRUITMENT_PAYMENT,"Bitcoin przebija $90,000  Ethereum znowu powyżej $3,000  Warto wrócić do tego, co mówiłem w piątek, gdy mieliśmy największe spadki i dołek tej korekty - https://t.me/kdpwiadomosci/4677  BTC był wtedy "
KDP - Marek Stiller 🎯,https://t.me/kdpwiadomosci,https://t.me/kdpwiadomosci/4707,2025-11-28T11:05:49+00:00,40,BTC,RECRUITMENT_PAYMENT,"Niedługo na kanał wleci film o Ethereum.  Przypomnę, że wciąż trzymam jakieś 30% pozycji w $ETH i nie wykluczam scenariusza, w którym ether poradzi sobie lepiej niż BTC podczas tej odbitki, którą mamy"
Wiadomości Czasów Ostatecznych,https://t.me/WiadomosciCzasowOstatecznych,https://t.me/s/WiadomosciCzasowOstatecznych,2025-11-29T19:31:12.531220,0,,,No suspicious keywords found in recent messages
RFU News — Raporty z Ukrainy,https://t.me/RFUPolski,https://t.me/RFUPolski/1235,2025-11-13T18:55:15+00:00,50,dywersja,"DIRECT, SABOTAGE_EUPHEMISMS",13 LIS: Ukraińska perfekcyjna dywersja pozwala na wycofanie połowy sił z Myrnohradu. | RFU News  🔴 Subskrybuj naszą stronę z wiadomościami i uzyskaj dostęp do ekskluzywnych strategicznych i taktycznyc
RFU News — Raporty z Ukrainy,https://t.me/RFUPolski,https://t.me/RFUPolski/1236,2025-11-14T18:57:47+00:00,10,14,SYMBOLS_CODES,14 LIS: Ukraina wystrzeliwuje rakiety: W całej Rosji płoną elektrownie. | RFU News  🔴 Subskrybuj naszą stronę z wiadomościami i uzyskaj dostęp do ekskluzywnych strategicznych i taktycznych raportów: h
Jacek Międlar,https://t.me/jacekmiedlar,https://t.me/jacekmiedlar/393,2025-06-11T21:54:07+00:00,5,Międlar,HISTORICAL_MARKERS,"PREMIERA 2. ODCINKA „GENOCIDUM ATROX” serialu dokumentalnego Jacka Międlara „Sąsiedzi. Ostatni Świadkowie ukraińskiego ludobójstwa na Polakach”  KALENDARIUM - LIPIEC 2025  · JELCZ-LASKOWICE, 5 lipca, "
Jacek Międlar,https://t.me/jacekmiedlar,https://t.me/jacekmiedlar/397,2025-07-13T20:58:38+00:00,5,Międlar,HISTORICAL_MARKERS,"Już jest w Internecie! 2. odcinek GENOCIDUM ATROX mojego serialu dokumentalnego ""Sąsiedzi. Ostatni Świadkowie ukraińskiego ludobójstwa na Polakach"" już jest dostępny pod linkiem: https://flixclassic.p"
Jacek Międlar,https://t.me/jacekmiedlar,https://t.me/jacekmiedlar/402,2025-09-21T11:57:47+00:00,5,Międlar,HISTORICAL_MARKERS,"NA ŻYWO międzynarodowy festiwal, w którym biorę udział z 1. odcinkiem ""SASIADÓW"" - bądźcie obecni w komentarzach i na czacie: https://www.youtube.com/live/f35OFxiuLfA?feature=shared ❗️❗️❗️Piszcie, że "
Legionisci.com,https://t.me/Legioniscicom,https://t.me/s/Legioniscicom,2025-11-29T19:31:18.042246,0,,,No suspicious keywords found in recent messages
Układ Warszawski,https://t.me/uklad_warszawski,https://t.me/uklad_warszawski/33109,2025-11-27T10:49:57+00:00,30,magazyn,INFRASTRUCTURE_TARGETS,"❗️Należy zrewidować kwestię uzupełniania szeregów Sił Zbrojnych Ukrainy nowymi ludźmi — Zieleński.  „Mówi się o tym niemal w każdej brygadzie bojowej, obecnie istnieje również polecenie Sztabu General"
Układ Warszawski,https://t.me/uklad_warszawski,https://t.me/uklad_warszawski/33126,2025-11-29T08:46:57+00:00,10,oddział,RADICAL_ORGANIZATION,"🔥 Na Morzu Czarnym u wybrzeży Turcji miały miejsce dwa poważne incydenty z udziałem tankowców objętych sankcjami.  Pierwszym poszkodowanym był tankowiec Kairos, płynący z Egiptu do Rosji pod banderą G"
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1375,2023-02-11T14:11:30+00:00,5,NSZ,HISTORICAL_MARKERS,"20 czerwca 1993 r., Maków Mazowiecki. Odsłonięcie pomnika ku czci Komendanta pow. Makowskiego NSZ ppor. Aleksandra Piasecznego ps. ""Makary"". Od prawej stoją: Czesław Czaplicki ps. ""Ryś"", Stanisław Duc"
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1376,2023-02-12T08:58:21+00:00,5,NSZ,HISTORICAL_MARKERS,Komenda N.O.W Poznań.  #KołoRogoźno #ZwiązekŻołnierzyNSZ #NSZ
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1377,2023-02-12T08:58:45+00:00,5,NSZ,HISTORICAL_MARKERS,Dokument z mianowania żołnierzy Narodowej Organizacji Wojskowej.  #KołoRogoźno #ZwiązekŻołnierzyNSZ #NSZ
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1380,2023-02-12T14:00:16+00:00,5,NSZ,HISTORICAL_MARKERS,"👉 Każdego dnia zapraszamy Was do odwiedzin jedynego w sieci kalendarium polskiego podziemia narodowego! 📜  👉 https://www.nsz.com.pl/kalendarium/  👉 Bądź na bieżąco z datami rocznic, wydarzeń oraz bite"
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1381,2023-02-12T19:13:01+00:00,5,NSZ,HISTORICAL_MARKERS,Kilka lat temu członkowie Związku Żołnierzy NSZ z Rogoźna zorganizowali konkurs plastyczny poświęcony Brygadzie Świętokrzyskiej NSZ. Warto przypomnieć pracę która zwyciężyła.  #KołoRogoźno #ZŻNSZ #Nar
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1383,2023-02-13T14:31:01+00:00,5,NSZ,HISTORICAL_MARKERS,"Związek Żołnierzy NSZ objął patronatem X Marsz pamięci Żołnierzy Wyklętych w Pile, który odbędzie się 4 marca.  #ZwiązekŻołnierzyNSZ #NSZ #ŻołnierzeWyklęci 🐺 🇵🇱  ________________ www.nsz.com.pl"
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1384,2023-02-14T08:21:33+00:00,55,"NSZ, sabotaż","DIRECT, SABOTAGE_EUPHEMISMS, HISTORICAL_MARKERS","Władysław Czarnecki „Luśnia”, „Narbutt”  „Oskarżony Czarnecki, członek faszystowskiej organizacji NSZ w okresie okupacji, następnie po wyzwoleniu bojówkarz reakcyjnego NZW, prowadzącego walkę orężną z"
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1385,2023-02-14T08:21:35+00:00,65,"14, NSZ, sabotaż","DIRECT, SYMBOLS_CODES, SABOTAGE_EUPHEMISMS, HISTORICAL_MARKERS",Nasz Bohater urodził się 15.05.1921 roku w Szczuczynie (dziś to miasto w powiecie grajewskim). Był synem Piotra i Franciszki z domu Ekstowicz. W czasie okupacji niemieckiej był żołnierzem Narodowych S
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1386,2023-02-14T08:21:58+00:00,5,NSZ,HISTORICAL_MARKERS,Równe 10 lat temu członkowie Związku Żołnierzy NSZ z Rogoźna zorganizowali w powiecie kampanię promującą historię Brygady Świętokrzyskiej NSZ. W całym mieście w wieku sklepach wywieszone zostały plaka
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1387,2023-02-14T16:27:12+00:00,5,NSZ,HISTORICAL_MARKERS,"Na zaproszenie ppłk Wojciecha Grobelskiego z Muzeum Obrony Przeciwlotniczej im. płk.Stanisława Paszkiewicza w Koszalinie weteran AK, NSZ i WiN - por. Edward Ciupak ps. ""Mały"" uczestniczył w Apelu Pami"
Związek Żołnierzy NSZ,https://t.me/zznsz,https://t.me/zznsz/1390,2023-02-15T07:22:12+00:00,5,"NSZ, Ukry","ANTI_UKRAINE, HATE_SPEECH, HISTORICAL_MARKERS","Ppłk Kasznica ukrywał się pod fałszywym nazwiskiem Stanisław Piotrowski, zapuścił wąsy. Kilkukrotnie wymykał się komunistom, za jego schwytanie wyznaczono nagrodę pieniężną.  Ostatni komendant NSZ ost"
161 Crew,https://t.me/Poland_161Crew,https://t.me/Poland_161Crew/4259,2025-11-20T12:50:41+00:00,10,14,SYMBOLS_CODES,20 listopada 1936 roku w Madrycie zginął legendarny hiszpański anarchista Buenaventura Durruti. Urodził się 14 lipca 1896 roku. Pracując na kolei dołączył do anarchistycznych związków zawodowych CNT (
161 Crew,https://t.me/Poland_161Crew,https://t.me/Poland_161Crew/4262,2025-11-21T16:49:05+00:00,10,14,SYMBOLS_CODES,"📣 We’re touring the Netherlands!  Join us for film screenings, discussion, food, and solidarity fundraising.  🎥 Documentary: “Anti-authoritarians at War”  📍 22.11 — 14:00 at Anarchist Book Fair Amster"
161 Crew,https://t.me/Poland_161Crew,https://t.me/Poland_161Crew/4267,2025-11-26T00:26:30+00:00,10,oddział,RADICAL_ORGANIZATION,Członek neonazistowskiej organizacji internetowej M.K.U. (Maniacy Kult Zabójców) Michał Czikwiszwili przyznał się do podżegania do ataków na tle nienawiści oraz rozpowszechniania instrukcji dotyczącyc
161 Crew,https://t.me/Poland_161Crew,https://t.me/Poland_161Crew/4268,2025-11-28T07:21:21+00:00,10,88,SYMBOLS_CODES,"""Kilka prostych faktów, a nie tani populizm” – tak można by zacząć nasz wywód. W maju tego roku 161crew ( https://t.me/Poland_161Crew/3879 ) na swoim kanale nadawczym opublikowało ciekawą licytację by"
Русская Варшава | RW,https://t.me/ruwawa,https://t.me/ruwawa/781,2024-05-31T18:29:46+00:00,30,объект,RUSSIAN_UKRAINIAN_RECRUITMENT,Есть у польских партий такая традиция – обвинять другие партии в работе на Россию.  Туск пошёл дальше и теперь русские хакеры агенты оказались виноваты в пожаре торгового центра (важный стратегический
BioTest|JM,https://t.me/biotest_jm,https://t.me/s/biotest_jm,2025-11-29T19:31:29.099755,0,,,No suspicious keywords found in recent messages
Narodowe Odrodzenie Polski (NOP) - Nacjonalistyczna Opozycja,https://t.me/nacjonalizmNOP,https://t.me/nacjonalizmNOP/12758,2025-11-25T17:49:13+00:00,5,NSZ,HISTORICAL_MARKERS,"Z kolejnego dodruku zostało tylko 7 sztuk!  Środowisko Narodowego Odrodzenia Polski, od początku odwołujące się do dorobku przedwojennego Obozu Narodowo-Radykalnego, a zwłaszcza nurtu reprezentowanego"
Narodowe Odrodzenie Polski (NOP) - Nacjonalistyczna Opozycja,https://t.me/nacjonalizmNOP,https://t.me/nacjonalizmNOP/12760,2025-11-25T19:21:55+00:00,100,"magazyn, dorobek","RECRUITMENT_PAYMENT, INFRASTRUCTURE_TARGETS","""Najpopularniejsze polskie pismo nacjonalistyczne - sprzedanych kilkaset tysięcy egzemplarzy, które pojawiło się na rynku po raz pierwszy w 1991 roku, niezmiennie bezkompromisowe i narodowo-radykalne."
Narodowe Odrodzenie Polski (NOP) - Nacjonalistyczna Opozycja,https://t.me/nacjonalizmNOP,https://t.me/nacjonalizmNOP/12764,2025-11-26T19:47:34+00:00,30,akcja,RUSSIAN_UKRAINIAN_RECRUITMENT,"""Corneliu Codreanu często powtarzał Legionistom „bądźcie przykładem!”. Nacjonalista nie może z piedestału, jak to mają w zwyczaju internetowe gwiazdki „Antysystemu”, mówić innym co mają robić, samemu "
Narodowe Odrodzenie Polski (NOP) - Nacjonalistyczna Opozycja,https://t.me/nacjonalizmNOP,https://t.me/nacjonalizmNOP/12765,2025-11-26T20:43:58+00:00,5,NSZ,HISTORICAL_MARKERS,"Kolejna produkcja Leszka Żebrowskiego, którą serdecznie polecamy każdemu polskiemu nacjonaliście. Tym razem obecnej sytuacji w Polsce, relacjach polsko-ukraińskich i dramacie w Strefie Gazy.  Autor to"
Зборашка Омладина,https://t.me/zboraska_omladina,https://t.me/zboraska_omladina/2472,2025-11-25T16:04:53+00:00,10,14,SYMBOLS_CODES,"Навршило се 107 године од када је Велика народна скупштина Срба из Баната, Бачке и Барање, донела одлуку о присаједињењу Србске Војводине Краљевини Србији.  Пошто је Србска војска средином септембра 1"
📣 𝐏𝐫𝐚𝐰𝐝𝐚 𝐥𝐞ż𝐲 𝐩𝐨 𝐝𝐫𝐮𝐠𝐢𝐞𝐣 𝐬𝐭𝐫𝐨𝐧𝐢𝐞🇵🇱.🇷🇺.🇩🇪,https://t.me/PoDrugiejStronie,https://t.me/s/PoDrugiejStronie,2025-11-29T19:31:35.842933,0,,,No suspicious keywords found in recent messages
Stowarzyszenie III Droga,https://t.me/IIIdroga,https://t.me/IIIdroga/3047,2025-06-13T18:06:44+00:00,40,"akcja, 14","RUSSIAN_UKRAINIAN_RECRUITMENT, SYMBOLS_CODES","#LansquenetsCorrespondents #Poland #LGBT #Leftists 🇵🇱🏳‍🌈  Equality March - Warsaw 2025: Leftists march together with corporations  Tomorrow, June 14, an 🏳‍🌈🏳‍⚧ equality march will be held in Warsaw. I"
NEXTA Live,https://t.me/nexta_live,https://t.me/nexta_live/107461,2025-11-29T14:08:43+00:00,30,объект,RUSSIAN_UKRAINIAN_RECRUITMENT,Казахстан резко отреагировал на удар по Новороссийску и начал срочно уводить нефть по обходным маршрутам  Астана осудила атаку на объект Каспийского трубопроводного консорциума в Новороссийске.  Минэн
Warszawa gastronomia,https://t.me/awoxprogastro,https://t.me/awoxprogastro/1040,2023-05-27T19:29:14+00:00,10,14,SYMBOLS_CODES,"SZUKAM KURIERA - do restauracji Warszawa, Saska-Kępa Godziny pracy od 14:00-2:00 Wynagrodzenia: 3500 - 4000 zł na rękę + obiad + napiwki dla was + możliwość premii za dobrą pracę Samochód i paliwo po "
Warszawa gastronomia,https://t.me/awoxprogastro,https://t.me/awoxprogastro/1043,2024-04-26T17:28:52+00:00,40,dorywczo,RECRUITMENT_PAYMENT,"Poszukujemy osoby do pracy , na pomoc kuchenna , pomoc na kasie  do kebab Praca 6 dni w tygodniu  w godzinach ( albo ktoś szuka dorywczo 3-4 dni w tygodniu ) 12-24 .Oferujemy pracę w fajnym ,miłym tro"
